"","time","S","I","R","Total"
"100028",1000,148527.74148846,1.88158604708828e-31,851472.258511541,85.147225851154
"100029",1000,140809.544132173,9.22320255684832e-32,859190.455867828,85.9190455867829
"100030",1000,133527.00973121,4.72809391119108e-32,866472.99026879,86.6472990268788
"100031",1000,126651.460555428,2.54992381875754e-32,873348.539444572,87.3348539444571
"100032",1000,120156.422325234,1.43572625211699e-32,879843.577674767,87.9843577674765
"100033",1000,114017.707896194,8.41936538115144e-33,885982.292103807,88.5982292103804
"100034",1000,108212.977477323,5.1248422290372e-33,891787.022522676,89.1787022522676
"100035",1000,102721.604282839,3.23771068275948e-33,897278.395717161,89.7278395717158
"100036",1000,97524.5783578315,2.11047543279786e-33,902475.421642167,90.2475421642168
"100037",1000,92604.2266429159,1.415296996267e-33,907395.773357081,90.7395773357081
"100038",1000,87944.1758248253,9.80110516890014e-34,912055.824175174,91.2055824175174
"100039",1000,83529.2053923178,6.71739471239539e-34,916470.794607681,91.6470794607682
"100040",1000,79345.1596930071,4.86681826723595e-34,920654.840306991,92.0654840306992
"100041",1000,75378.8444297712,3.60477010909064e-34,924621.155570229,92.4621155570228
"100042",1000,71617.9495741239,2.72282701436969e-34,928382.050425877,92.8382050425875
"100043",1000,68050.9755841921,2.10929848667244e-34,931949.024415806,93.1949024415807
"100044",1000,64667.1668146077,1.65474514301818e-34,935332.83318539,93.533283318539
"100045",1000,61456.4527870918,1.31924347010898e-34,938543.547212908,93.8543547212907
"100046",1000,58409.3946565417,1.0677873033999e-34,941590.605343459,94.1590605343457
"100047",1000,55517.1369465386,8.76552767743468e-35,944482.863053461,94.4482863053459
"100048",1000,52771.3638454925,7.29082872369662e-35,947228.636154507,94.7228636154507
"100049",1000,50164.3042444116,6.13791039942962e-35,949835.695755588,94.9835695755587
"100050",1000,47688.8035202011,5.20940997777135e-35,952311.1964798,95.2311196479797
"100051",1000,45337.3997481922,4.48804444309936e-35,954662.600251808,95.4662600251808
"100052",1000,43103.8780289923,3.90195466545017e-35,956896.121971008,95.6896121971008
"100053",1000,40982.0924398672,3.42138041023472e-35,959017.907560132,95.9017907560133
"100054",1000,38966.2463339526,3.02564148840554e-35,961033.753666048,96.1033753666047
"100055",1000,37050.86958685,2.69705783427634e-35,962949.130413151,96.2949130413151
"100056",1000,35230.6782531623,2.4191882248483e-35,964769.321746838,96.4769321746837
"100057",1000,33501.0177935338,2.18288798386708e-35,966498.982206465,96.6498982206466
"100058",1000,31857.1196124732,1.97758666614508e-35,968142.880387527,96.8142880387528
"100059",1000,30294.6613401688,1.81063269602869e-35,969705.338659831,96.970533865983
"100060",1000,28809.5127758835,1.66650252574906e-35,971190.487224118,97.1190487224117
"100061",1000,27397.7640768156,1.53380986056585e-35,972602.235923183,97.2602235923183
"100062",1000,26055.7139275548,1.42429652072351e-35,973944.286072443,97.3944286072443
"100063",1000,24779.8567610705,1.32720774674144e-35,975220.14323893,97.5220143238928
"100064",1000,23566.7883352649,1.24242166660453e-35,976433.211664735,97.6433211664735
"100065",1000,22413.5544885611,1.16607236386666e-35,977586.44551144,97.7586445511438
"100066",1000,21317.0261456592,1.09502792656744e-35,978682.97385434,97.868297385434
"100067",1000,20274.3380743854,1.03633593070114e-35,979725.661925616,97.9725661925614
"100068",1000,19283.0069105394,9.82987109970153e-36,980716.993089459,98.0716993089459
"100069",1000,18340.3187228355,9.33649450657376e-36,981659.681277163,98.1659681277164
"100070",1000,17443.873591423,8.87434722453139e-36,982556.126408577,98.2556126408577
"100071",1000,16591.4009079874,8.49249923440389e-36,983408.599092012,98.3408599092011
