"","time","S","I","R","Itotal","V1","V2","N","N_per","S_per","I_per","R_per","V1_per","V2_per","Itotal_per"
"15",15,289455321.821787,3.92450526939777,5.83910162101983,9.94192595431696,3576739.48225955,2024512.22821165,295056583.295865,100,98.1016314187908,1.33008564850848e-06,1.97897689853093e-06,1.21222154825572,0.686143723890951,3.36949809533577e-06
"16",16,289067095.983785,4.31835514600544,6.62817831618295,11.1594494261104,3720271.73337843,2273246.63998799,295060625.303685,100,97.9687125946638,1.46354842892401e-06,2.24637845505853e-06,1.26084994551524,0.770433749894044,3.78208695742605e-06
"17",17,288680270.336528,4.75069481767363,7.49521819669007,12.4980228392492,3853914.61413861,2530470.17029783,295064667.366877,100,97.8362719307184,1.61005208114827e-06,2.54019509132575e-06,1.30612541600812,0.857598503026287,4.23568940015087e-06
"18",18,288294889.987182,5.22521766180152,8.4478290585568,13.9694013063524,3978349.87031314,2795455.95490021,295068709.485442,100,97.704324694383,1.77084776996977e-06,2.86300403498854e-06,1.3482791439495,0.947391527815705,4.7342875937991e-06
"19",19,287910996.146792,5.74596611736806,9.49434750147168,15.5864620648392,4094212.25002266,3067528.02225155,295072751.65938,100,97.5728848318549,1.94730488838935e-06,3.21762936363286e-06,1.38752637341074,1.03958362980008,5.28224377791127e-06
"20",20,287528626.403046,6.3173642050384,10.6439077083042,17.363310013672,4202092.74361233,3346057.78076176,295076793.888692,100,97.4419650606298,2.14092207041582e-06,3.60716529688177e-06,1.42406750738841,1.13396168389438,5.88433600109595e-06
"21",21,287147814.974197,6.94425303553697,11.9065166235176,19.3153930368933,4302541.60019727,3630460.74821461,295080836.173379,100,97.3115769556379,2.35333921565031e-06,4.03500165511316e-06,1.45808913109805,1.2303275249232,6.54579717455603e-06
"22",22,286768592.945444,7.63192957727117,13.2931361177327,21.4596280093482,4396071.13624815,3920193.50668394,295084878.513442,100,97.1817310294269,2.58635061739482e-06,4.50485168359016e-06,1.48976496470926,1.32849691466158,7.27235774244211e-06
"23",23,286390988.488966,8.38618897838452,14.8157727787405,23.8145384606253,4483158.35056196,4214750.86739101,295088920.908881,100,97.0524368068022,2.84191929420965e-06,5.02078245876111e-06,1.51925675039026,1.42829858010578,8.07029229944518e-06
"24",24,286015027.068755,9.21337076489261,16.4875760273336,26.4004049615293,4564247.35896474,4513663.23103061,295092963.359697,100,96.9237028943056,3.12219263380475e-06,5.5872481131434e-06,1.54671507819089,1.52957331806275,8.94647051591979e-06
"25",25,285640731.631272,10.1204092652489,18.3229453193547,29.2394293931574,4639751.66117189,4816494.13009207,295097005.865891,100,96.7955370448875,3.42951946786209e-06,6.20912613653616e-06,1.57228015498079,1.63217316148608,9.90841276324082e-06
"26",26,285268122.782923,11.1148886429683,20.3376472641137,32.355914363115,4710056.2513779,5122837.94062753,295101048.427464,100,96.6679462181042,3.76646870697254e-06,6.89175703457817e-06,1.59608252036951,1.73596060330051,1.09643508674515e-05
"27",27,284897218.955235,12.2051029529685,22.548943564198,35.776459147121,4775519.58334764,5432317.75178666,295105091.044416,100,96.5409366361475,4.1358496763892e-06,7.64098765100741e-06,1.61824371326379,1.84080787375134,1.21232944577484e-05
"28",28,284528036.558615,13.4001216743084,24.9757307632195,39.5301736580475,4836475.40003982,5744583.3822412,295109133.716749,100,96.4145138359935,4.54073430582804e-06,8.46321848756862e-06,1.63887689246581,1.9465962675879,1.33951034182457e-05
"29",29,284160590.125434,14.7098612122907,27.6386928768315,43.6489120792384,4893234.43710132,6059309.53337302,295113176.444462,100,96.288682717937,4.98448134018137e-06,9.36545538556559e-06,1.6580874144812,2.05321551764509,1.47905669970832e-05
"30",30,283794892.443202,16.1451629067234,30.5604680790257,48.1675279456903,4946086.00892725,6376194.06979722,295117219.227557,100,96.1634475907605,5.47076275284172e-06,1.03553659657728e-05,1.67597337148716,2.16056321162362,1.63214901766032e-05
"31",31,283430954.678501,17.7178781308068,33.7658307209734,53.1241526164152,4995299.48538254,6694956.41844182,295121262.066035,100,96.0388122137681,6.00359255946879e-06,1.14413412590443e-05,1.69262609220776,2.26854424909033,1.80007879623829e-05
"32",32,283068786.492311,19.4409611169794,37.2818900742812,58.5604992551736,5041125.66672242,7015336.07801083,295125304.959896,100,95.9147798358996,6.58735824758275e-06,1.26325629987396e-05,1.70813060825382,2.37707033592532,1.98425883077466e-05
"33",33,282708396.147313,21.328570202461,41.1383073152762,64.5221946260026,5083798.06372965,7337091.23122054,295129347.90914,100,95.7913532321253,7.22685505645724e-06,1.39390770883081e-05,1.72256608830877,2.48605951363379,2.18623444544277e-05
"34",34,282349790.607732,23.3961782485829,45.3675324027433,71.0591412159114,5123534.08960275,7659997.4527241,295133390.91377,100,95.6685347373071,7.92732336254649e-06,1.53718738033266e-05,1.73600624237727,2.59543572111844,2.40769575397428e-05
"35",35,281992975.632223,25.6606930547159,50.0050626493431,78.2259124212338,5160536.16967866,7983846.50612712,295137433.973785,100,95.5463262776998,8.69448944825994e-06,1.69429753373084e-05,1.74851969816104,2.70512838667435,2.6504910396484e-05
"36",36,281637955.860266,28.1405886601594,55.0897249478166,86.0821837779984,5194992.77465429,8308445.22395239,295141477.089186,100,95.4247294002531,9.53460995645011e-06,1.86655313550422e-05,1.76017035148349,2.81507204812211,2.9166413554265e-05
"37",37,281284734.892527,30.8560485062527,60.6639837881597,94.6932034820209,5227079.38258058,8633614.4648349,295145520.259974,100,95.3037452998647,1.04545203596767e-05,2.05539232764654e-05,1.7710176925526,2.92520599913904,3.20835645408448e-05
"38",38,280933315.36559,33.8291215167434,66.7742773924709,104.130305733118,5256959.37453944,8959188.14262244,295149563.48615,100,95.1833748447242,1.14616878023371e-05,2.26238780785472e-05,1.78111710972804,3.03547395998193,3.52805216796479e-05
"39",39,280583699.021439,37.0838922477165,73.4713845014852,114.471470751899,5284784.86857513,9285012.32242449,295153606.767715,100,95.0636185998761,1.25642687053123e-05,2.48925924728092e-05,1.79052017234343,3.14582377091931,3.87836936859754e-05
"40",40,280235886.772048,40.6466663597679,80.8108245723708,125.801935659252,5310697.4961368,9610944.37899336,295157650.104669,100,94.9444768491247,1.37711715570827e-05,2.73788683924383e-05,1.79927489402817,3.2562071068072,4.26219464800048e-05
"41",41,279889878.75941,44.5461727753244,88.8532943927664,138.214860780233,5334829.12499519,9936852.21314006,295161693.497013,100,94.8259496153904,1.50921253525655e-05,3.01032608059845e-05,1.8074259778731,3.36657921135035,4.68268287604304e-05
"42",42,279545674.411312,48.8137840038087,97.6651443830043,151.812056338292,5357302.53232345,10262613.5221833,295165736.944748,100,94.7080366796235,1.65377541814571e-05,3.30882389649739e-05,1.81501504469209,3.4768986496913,5.14328180193589e-05
"43",43,279203272.493136,53.4837562475584,107.318898148873,166.704774945335,5378232.03137774,10588115.120706,295169780.447874,100,94.5907375983709,1.81196585119267e-05,3.63583622910292e-05,1.82208084554493,3.58712707806342,5.6477588827822e-05
"44",44,278862671.155955,58.5934910429222,117.893819163156,183.014575771181,5397724.05497609,10913252.3081508,295173824.006393,100,94.4740517200862,1.9850503763387e-05,3.99404722149761e-05,1.82865945960682,3.69722902933101,6.20023053830198e-05
"45",45,278523867.981178,64.1838203447476,129.476528797734,200.874266795813,5415877.69875388,11237928.2800235,295177867.620304,100,94.3579782002663,2.17441168141065e-05,4.386390139666e-05,1.83478447839473,3.80717171332073,6.80519404843061e-05
"46",46,278186860.021944,70.2993171295903,142.161680301716,220.428932113071,5432785.22696887,11562053.5796995,295181911.28961,100,94.2425160154914,2.3815591145969e-05,4.81607018806237e-05,1.84048717729137,3.91692483092423,7.46756232961724e-05
"47",47,277851643.841515,76.9886337745679,156.052693727348,241.837051868975,5448532.54343736,11885545.5880301,295185955.01431,100,94.12766397644,2.6081401390129e-05,5.28658938802771e-05,1.84579667524264,4.02646040102208,8.19270184644292e-05
