"","time","S","I","R","V","Total"
"93",93,34.4864263957335,11.3367824487526,54.1767911555139,9.3,56.2135736042665
"94",94,33.8744928732916,10.744715775011,55.3807913516974,9.4,56.7255071267084
"95",95,33.3104880661289,10.163417885793,56.5260940480781,9.5,57.1895119338711
"96",96,32.7900009910286,9.59605875464018,57.6139402543313,9.6,57.6099990089714
"97",97,32.3089755400226,9.04516905767883,58.6458554022985,9.7,57.9910244599774
"98",98,31.86369816563,8.51271277495873,59.6235890594113,9.8,58.33630183437
"99",99,31.4507809450094,8.00015726399226,60.5490617909984,9.9,58.6492190549906
"100",100,31.0671418328284,7.5085393278412,61.4243188393304,10,58.9328581671716
"101",101,30.7099834525536,7.0385263777546,62.2514901696918,10.1,59.1900165474464
"102",102,30.376771410284,6.5904722232124,63.0327563665036,10.2,59.423228589716
"103",103,30.0652128298379,6.16446733771287,63.7703198324492,10.3,59.634787170162
"104",104,29.7732355884819,5.76038367131774,64.4663807402004,10.4,59.8267644115181
"105",105,29.4989685666731,5.3779142318183,65.1231172015086,10.5,60.0010314333269
"106",106,29.2407231014408,5.01660775274113,65.7426691458181,10.6,60.1592768985591
"107",107,28.9969757423019,4.67589882223831,66.3271254354598,10.7,60.3030242576981
"109",108,28.8658568507781,4.35544640859802,66.7784967406239,10.7,60.4340431492219
"110",109,28.7459477886467,4.05501005322459,67.1988421581287,10.7,60.5539522113533
"111",110,28.6361409354705,3.77354537623788,67.5901136882916,10.7,60.6637590645295
"112",111,28.5355310758767,3.51012016649206,67.9541487576312,10.7,60.7643689241233
"113",112,28.4432970373547,3.2638008632491,68.2927020993962,10.7,60.8566029626453
"114",113,28.3586928360165,3.03366656012601,68.6074406038575,10.7,60.9412071639835
"115",114,28.281048847883,2.81881737623783,68.8999337758792,10.7,61.018851152117
"116",115,28.2097493021011,2.61837383590284,69.1716768619961,10.7,61.0901506978989
"117",116,28.144247401678,2.43149013536753,69.4240624629544,10.7,61.155652598322
"118",117,28.084046065782,2.25735158772551,69.6584023464925,10.7,61.215853934218
"119",118,28.0286919336699,2.09517579598666,69.8759322703434,10.7,61.2712080663301
"120",119,27.9777733409536,1.94421518203113,70.0778114770152,10.7,61.3221266590464
"121",120,27.9309165770757,1.80375785416375,70.2651255687605,10.7,61.3689834229243
"122",121,27.8877817177899,1.67312751843628,70.4388907637738,10.7,61.4121182822101
"123",122,27.848059311328,1.55168326601115,70.6000574226608,10.7,61.451840688672
"124",123,27.811467409125,1.43881902879144,70.7495135620835,10.7,61.488432590875
"125",124,27.7777489284517,1.33396279656016,70.8880882749881,10.7,61.5221510715483
"126",125,27.7466691827665,1.23657559332693,71.0165552239066,10.7,61.5532308172335
"127",126,27.7180140044006,1.14615047901202,71.1356355165874,10.7,61.5818859955995
"128",127,27.6915874542237,1.06221113137216,71.2460014144041,10.7,61.6083125457764
"129",128,27.6672103566936,0.984310681115773,71.3482789621906,10.7,61.6326896433064
"130",129,27.6447187700551,0.912030378658768,71.4430508512861,10.7,61.6551812299449
"131",130,27.6239625257714,0.844978198898758,71.5308592753298,10.7,61.6759374742286
"132",131,27.6048039985405,0.782787493037313,71.6122085084222,10.7,61.6950960014596
"133",132,27.5871169847262,0.725115643019077,71.6875673722547,10.7,61.7127830152738
"134",133,27.5707856882282,0.671642738593802,71.757371573178,10.7,61.7291143117718
"135",134,27.5557038046176,0.622070287451023,71.8220259079313,10.7,61.7441961953824
"136",135,27.541773692919,0.576119964450434,71.8819063426305,10.7,61.758126307081
"137",136,27.5289056260383,0.533532405345004,71.9373619686167,10.7,61.7709943739617
"138",137,27.5170171110124,0.494066047989787,71.9887168409978,10.7,61.7828828889876
"139",138,27.5060322725548,0.457496023782822,72.0362717036624,10.7,61.7938677274452
"140",139,27.4958812959469,0.423613103047457,72.0803056010056,10.7,61.8040187040531
"141",140,27.4864999168589,0.392222688898281,72.1210773942428,10.7,61.8134000831411
"142",141,27.4778289578536,0.363143863985326,72.1588271781611,10.7,61.8220710421464
"143",142,27.4698139078598,0.336208489838153,72.1937776023021,10.7,61.8300860921402
"144",143,27.462404538641,0.31126035610415,72.2261351052548,10.7,61.837495461359
"145",144,27.4555545543452,0.288154378316889,72.2560910673379,10.7,61.8443454456549
"146",145,27.4492212717497,0.266755843175128,72.2838228850751,10.7,61.8506787282503
"147",146,27.4433653281093,0.246939699403415,72.3094949724873,10.7,61.8565346718907
"148",147,27.4379504140121,0.228589892320552,72.3332596936673,10.7,61.8619495859879
"149",148,27.4329430289269,0.211598740159564,72.3552582309135,10.7,61.8669569710731
"150",149,27.4283122573554,0.195866350141707,72.3756213925029,10.7,61.8715877426446
"151",150,27.42402956372,0.181300072305448,72.3944703639746,10.7,61.8758704362801
"152",151,27.4200686042988,0.167813989099267,72.4119174066019,10.7,61.8798313957012
