"","time","S","I","R","Total"
"37",37,99.7996363009301,0.133542131935126,0.0668215671347192,0.200363699069845
"38",38,99.7553997760938,0.16300026807135,0.0815999558348805,0.244600223906231
"39",39,99.701435625405,0.19892738131696,0.0996369932780506,0.29856437459501
"40",40,99.6356226081688,0.242729764478452,0.121647627352747,0.364377391831199
"41",41,99.5553856408494,0.296112447135808,0.148501912014817,0.444614359150625
"42",42,99.4576029498615,0.361139248647087,0.181257801491432,0.542397050138519
"43",43,99.3384963103123,0.440303228957594,0.221200460730092,0.661503689687686
"44",44,99.1935023270809,0.536608491159349,0.26988918175973,0.806497672919078
"45",45,99.0171230271833,0.653663899080775,0.329213073735939,0.982876972816713
"46",46,98.802754734525,0.795788547601113,0.401456717873948,1.19724526547506
"47",47,98.5424954913794,0.968127602495645,0.489376906124988,1.45750450862063
"48",48,98.2269334473354,1.17677519803189,0.596291354632661,1.77306655266456
"49",49,97.8449220065125,1.42889817744341,0.726179816044031,2.15507799348745
"50",50,97.3833525301202,1.73285027392138,0.883797195958405,2.61664746987978
"51",51,96.8269424924563,2.09826054374173,1.07479696380199,3.17305750754372
"52",52,96.1580665878516,2.53607224755867,1.30586116458969,3.84193341214836
"53",53,95.3566705525023,3.05849894725074,1.58483050024696,4.6433294474977
"54",54,94.4003220222706,3.67885388058403,1.92082409714532,5.59967797772935
"55",55,93.2644682043817,4.41119814987909,2.32433364573918,6.73553179561827
"56",56,91.922983478861,5.26974578499694,2.80727073614203,8.07701652113897
"57",57,90.3490959913977,6.26796406317081,3.38293994543144,9.65090400860225
"58",58,88.5167730158627,7.41732232458442,4.06590465955282,11.4832269841372
"59",59,86.4026105640989,8.72567985408144,4.87170958181962,13.5973894359011
"60",60,83.9882040250308,10.1953699732383,5.81642600173079,16.0117959749691
"61",61,81.2628693468651,11.8211344293909,6.91599622374396,18.7371306531348
"62",62,78.2264463986052,13.5881788832305,8.18537471816427,21.7735536013948
"63",63,74.8917745028056,15.470729187042,9.63749631015232,25.1082254971943
"64",64,71.2863319741628,17.4315248399143,11.2821431859228,28.7136680258371
"65",65,67.4525346728409,19.422640414023,13.124824913136,32.547465327159
"66",66,63.446337710708,21.3878453711625,15.1658169181295,36.553662289292
"67",67,59.3340800400196,23.2664103571589,17.3995096028214,40.6659199599803
"68",68,55.1878901427216,24.9979164140848,19.8141934431936,44.8121098572783
"69",69,51.0803157947623,26.5273385478654,22.3923456573723,48.9196842052376
"70",70,47.0790287060544,27.8095673899503,25.1114039039953,52.9209712939455
"71",71,43.2424159759073,28.8126511103075,27.9449329137851,56.7575840240926
"72",72,39.6166244776684,29.5193432302624,30.8640322920692,60.3833755223316
"73",73,36.2342684785579,29.9269202614712,33.8388112599709,63.765731521442
"74",74,33.1146680941372,30.0455620521699,36.8397698536929,66.8853319058627
"75",75,30.2652500100259,29.8957835718987,39.8389664180754,69.7347499899741
"76",76,27.6836468728831,29.505449790604,42.8109033365129,72.3163531271168
"77",77,25.3600585208925,28.9068285190191,45.7331129600884,74.6399414791075
"78",78,23.2795388514351,28.1339966619124,48.5864644866524,76.7204611485649
"79",79,21.4239967063885,27.2207666991543,51.3552365944572,78.5760032936115
"80",80,19.7738120045332,26.1991770891781,54.0270109062886,80.2261879954667
"81",81,18.3090520385445,25.0985067284417,56.5924412330139,81.6909479614555
"82",82,17.0103244611361,23.9447285229489,59.044947015915,82.9896755388639
"83",83,15.8593283154623,22.7603017720596,61.3803699124781,84.1406716845377
"84",84,14.8391706561527,21.5642068425954,63.5966225012518,85.1608293438472
"85",85,13.9345115339297,20.3721394057194,65.6933490603509,86.0654884660703
"86",86,13.1315901941994,19.1967988494178,67.6716109563828,86.8684098058005
"87",87,12.4181740366981,18.0482224588733,69.5336035044286,87.5818259633018
"88",88,11.7834612938517,16.9341316292592,71.282407076889,88.2165387061482
"89",89,11.2179594480052,15.8602680753802,72.9217724766146,88.7820405519948
"90",90,10.7133543607614,14.8307067901686,74.45593884907,89.2866456392386
"91",91,10.262379803305,13.8481387801984,75.8894814164965,89.737620196695
"92",92,9.85869327228589,12.9141208794865,77.2271858482276,90.1413067277141
"93",93,9.49676133522241,12.0292927044785,78.4739459602991,90.5032386647775
"94",94,9.17175598182744,11.1935624832918,79.6346815348807,90.8282440181725
"95",95,8.87946232160296,10.406264404292,80.714273274105,91.120537678397
"96",96,8.61619727477352,9.66629053423244,81.717512190994,91.3838027252264
"97",97,8.3787385119581,8.97220043672138,82.6490610513205,91.6212614880419
"98",98,8.16426270571741,8.32231150556276,83.5134257887198,91.8357372942825
"99",99,7.97029209226359,7.71477280158104,84.3149351061553,92.0297079077364
"100",100,7.79464835466991,7.14762490328757,85.0577267420425,92.20535164533
"101",101,7.63541290972092,6.61884795844075,85.7457391318383,92.364587090279
"102",102,7.49089268591991,6.12640000987449,86.3827073042056,92.50910731408
"103",103,7.35959074607539,5.66824697465155,86.972162279273,92.6404092539246
"104",104,7.24018097845887,5.24238596566128,87.5174330558798,92.7598190215411
"105",105,7.13148633446358,4.8468629923574,88.021650673179,92.8685136655364
"106",106,7.03246005758909,4.4797861619895,88.4877537804214,92.9675399424109
"107",107,6.94216950737945,4.13933514548053,88.91849534714,93.0578304926205
"108",108,6.85978218809564,3.82376764217704,89.3164501697273,93.1402178119043
"109",109,6.78455366572582,3.53142344128046,89.6840228929937,93.2154463342741
"110",110,6.71581709911372,3.26072655922202,90.0234563416642,93.2841829008863
"111",111,6.65297415488288,3.01018586056226,90.3368399845548,93.3470258451171
