"","time","S","I","R","Total","Diff_S","Diff_I","Diff_R","Diff_Total"
"169",169,33.3667799342492,0.0668228526892404,66.5663972130616,66.6332200657508,-27.4090419885583,-0.0405049979292935,27.4495469864875,27.4090419885583
"170",170,33.3646208740257,0.0625172927809457,66.5728618331934,66.6353791259743,-27.4073344982719,-0.0382744816826565,27.4456089799545,27.4073344982719
"171",171,33.3626011845295,0.0584889060829599,66.5789099093875,66.6373988154705,-27.4057307439125,-0.0361575598934063,27.4418883038058,27.4057307439125
"172",172,33.360711861545,0.0547198799452222,66.5845682585098,66.639288138455,-27.4042245350389,-0.0341493106644302,27.4383738457032,27.4042245350389
"173",173,33.3589444835344,0.0511935426339025,66.5898619738317,66.6410555164656,-27.402810041448,-0.0322449378318373,27.4350549792797,27.4028100414479
"174",174,33.3572911738141,0.0478942907333463,66.5948145354526,66.6427088261859,-27.4014817729744,-0.0304397782142341,27.4319215511885,27.4014817729743
"175",175,33.3557445651995,0.0448075211073729,66.5994479136931,66.6442554348005,-27.4002345603579,-0.0287293071564659,27.4289638675143,27.4002345603579
"176",176,33.3542977669582,0.0419195671411973,66.6037826659006,66.6457022330417,-27.3990635371282,-0.0271091425783097,27.4261726797064,27.3990635371282
"177",177,33.3529443339172,0.0392176390013114,66.6078380270815,66.6470556660828,-27.3979641224578,-0.0255750477168224,27.4235391701745,27.3979641224578
"178",178,33.3516782375829,0.0366897676659277,66.6116319947512,66.6483217624171,-27.396932004936,-0.0241229327313417,27.4210549376673,27.396932004936
"179",179,33.3504938391427,0.0343247524930779,66.6151814083643,66.6495061608573,-27.3959631272196,-0.0227488553223187,27.4187119825418,27.3959631272196
"180",180,33.3493858642222,0.0321121121071987,66.6185020236706,66.6506141357778,-27.3950536715157,-0.0214490204990577,27.4165026920146,27.3950536715156
"181",181,33.3483493792851,0.0300420383980508,66.6216085823168,66.6516506207148,-27.3942000458564,-0.0202197796168999,27.4144198254733,27.3942000458564
"182",182,33.3473797695671,0.02810535343813,66.6245148769947,66.6526202304328,-27.3933988711248,-0.019057628791255,27.412456499916,27.3933988711248
"183",183,33.3464727184429,0.0262934691363712,66.6272338124207,66.653527281557,-27.3926469687939,-0.0179592067840499,27.4106061755779,27.3926469687939
"184",184,33.3456241881338,0.0245983494569459,66.6297774624092,66.6543758118661,-27.3919413493428,-0.016921292447485,27.4088626417903,27.3919413493428
"185",185,33.3448304016673,0.0230124750423373,66.6321571232904,66.6551695983327,-27.3912792013148,-0.0159408018003758,27.4072200031151,27.3912792013148
"186",186,33.3440878260071,0.0215288100896689,66.6343833639033,66.6559121739929,-27.3906578809838,-0.0150147848037004,27.4056726657875,27.3906578809838
"187",187,33.3433931562777,0.020140771338505,66.6364660723837,66.6566068437222,-27.3900749025987,-0.0141404218941883,27.4042153244929,27.3900749025987
