"","time","S","I","R","Total","Diff_S","Diff_I","Diff_R","Diff_Total"
"183",183,24.3981701032441,0.00661557611139621,75.5952143206446,75.6018298967559,-18.4443443535951,0.00171868624092505,18.4426256673541,18.4443443535951
"184",184,24.3980566542306,0.00609390792127032,75.5958494378481,75.6019433457694,-18.4443738154396,0.00158314908819063,18.4427906663514,18.4443738154396
"185",185,24.3979521542932,0.00561337268186473,75.5964344730249,75.6020478457067,-18.4444009539407,0.00145830056009679,18.4429426533806,18.4444009539407
"186",186,24.3978558973367,0.00517072755359857,75.5969733751098,75.6021441026633,-18.4444259523134,0.00134329773236999,18.443082654581,18.4444259523134
"187",187,24.397767233004,0.00476298528809442,75.5974697817079,75.6022327669959,-18.444448979325,0.00123736415622224,18.4432116151687,18.444448979325
"188",188,24.3976855622731,0.00438739409349316,75.5979270436335,75.6023144377269,-18.4444701904345,0.00113978461575636,18.4433304058186,18.4444701904345
"189",189,24.3976103334006,0.00404141908436021,75.5983482475151,75.6023896665994,-18.4444897288417,0.00104990029885015,18.4434398285427,18.4444897288417
"190",190,24.397541038188,0.00372272519171255,75.5987362366204,75.602458961812,-18.4445077264542,0.000967104348905507,18.4435406221051,18.4445077264541
"191",191,24.3974772085422,0.00342916141843737,75.5990936300394,75.6025227914577,-18.4445243047776,0.000890837767421826,18.4436334670101,18.4445243047776
"192",192,24.3974184133088,0.00315874633435764,75.5994228403569,75.6025815866911,-18.444539575736,0.000820585639722328,18.4437189900962,18.444539575736
"193",193,24.397364255355,0.00290965471348526,75.5997260899316,75.602635744645,-18.4445536424273,0.0007558736583454,18.4437977687688,18.4445536424273
"194",194,24.3973143688836,0.00268020522364292,75.6000054258928,75.6026856311164,-18.4445665998192,0.000696264920623249,18.4438703348984,18.4445665998192
"195",195,24.3972684169593,0.00246884908568023,75.600262733955,75.6027315830406,-18.4445785353905,0.000641356978822379,18.4439371784116,18.4445785353905
"196",196,24.3972260892307,0.00227415962600466,75.6004997511434,75.6027739107693,-18.4445895297216,0.00059077912292613,18.4439987505985,18.4445895297216
"197",197,24.397187099831,0.00209482265213546,75.6007180775169,75.6028129001689,-18.4445996570383,0.000544189877710857,18.4440554671605,18.4445996570383
"198",198,24.3971511854468,0.0019296275865084,75.6009191869668,75.6028488145532,-18.4446089857132,0.000501274697214555,18.4441077110159,18.4446089857132
"199",199,24.3971181035369,0.00177745929884734,75.6011044371643,75.6028818964631,-18.444617578727,0.000461743841029888,18.4441558348858,18.444617578727
"200",200,24.3970876306939,0.00163729058210797,75.601275078724,75.602912369306,-18.4446254940938,0.000425330418081519,18.4442001636756,18.4446254940938
